Fecha y Hora de Inicio (dd/MM/aaaa  HH:mm:ss),Fecha y Hora de Finalización (dd/MM/aaaa  HH:mm:ss),"O3 (ug/m3)
Condición Estándar",Velocidad del Viento (m/s),Dirección del viento (Grados),Temperatura 10cm (°C),Precipitación (mm),Presión atmosférica (mm Hg),Humedad Relativa 10m (%),Radiación Solar Global (W/m2)
01/10/2022 08:00:00 AM,01/10/2022 08:59:59 AM,31.357968,0.682051,243.164103,26.679487,0,759.153846,74.066667,77.289744
01/10/2022 09:00:00 AM,01/10/2022 09:59:59 AM,30.072771,0.528205,259.330769,28.965789,0,759.223077,64.974359,158.194872
01/10/2022 10:00:00 AM,01/10/2022 10:59:59 AM,30.08478,0.457895,180.910526,30.765789,0,759.106579,62.397368,308.478947
01/10/2022 11:00:00 AM,01/10/2022 11:59:59 AM,34.254435,0.707895,194.378947,30.828947,0,758.838158,62.415789,460.139474
01/10/2022 12:00:00 PM,01/10/2022 12:59:59 PM,40.276087,1.071795,209.423077,31.871795,0,758.3,59.046154,741.784615
01/10/2022 01:00:00 PM,01/10/2022 01:59:59 PM,46.104291,1.138462,201.902564,31.515385,0,757.530769,60.297436,609.371795
01/10/2022 02:00:00 PM,01/10/2022 02:59:59 PM,53.131754,0.865789,177.244737,30.931579,0,756.931579,60.75,452.044737
01/10/2022 03:00:00 PM,01/10/2022 03:59:59 PM,59.754759,0.674359,216.089744,30.117949,0,756.551923,62.002564,219.179487
01/10/2022 04:00:00 PM,01/10/2022 04:59:59 PM,65.107356,0.605128,276.264103,29.541026,0,756.630769,64.151282,115.879487
01/10/2022 05:00:00 PM,01/10/2022 05:59:59 PM,70.526608,0.789474,286.144737,28.4,0,756.935526,67.652632,33.584211
01/10/2022 06:00:00 PM,01/10/2022 06:59:59 PM,73.320454,1.460526,308.213158,26.923684,0,757.223684,74.8,0.039474
01/10/2022 07:00:00 PM,01/10/2022 07:59:59 PM,71.994342,2.358974,311.420513,25.782051,0,757.519231,80.197436,0
01/10/2022 08:00:00 PM,01/10/2022 08:59:59 PM,68.917271,2.392308,312.446154,25.374359,0,758.044231,83.282051,0
01/10/2022 09:00:00 PM,01/10/2022 09:59:59 PM,65.701562,2.052632,312.697368,25.228947,0,758.301316,84.631579,0
01/10/2022 10:00:00 PM,01/10/2022 10:59:59 PM,60.447167,1.912821,313.125641,25.084615,0,758.413462,85.779487,0
01/10/2022 11:00:00 PM,01/10/2022 11:59:59 PM,57.382036,1.692308,312.176923,24.923077,0,758.194231,86.520513,0
01/11/2022 12:00:00 AM,01/11/2022 12:59:59 AM,55.556322,1.518919,310.791892,24.710811,0,757.793919,87.997297,0
01/11/2022 01:00:00 AM,01/11/2022 01:59:59 AM,52.932106,1.176923,311.317949,24.505128,0,757.278846,89.725641,0
01/11/2022 02:00:00 AM,01/11/2022 02:59:59 AM,51.739187,1.007692,313.010256,24.053846,0,756.819231,91.948718,0
01/11/2022 03:00:00 AM,01/11/2022 03:59:59 AM,51.748025,0.235897,121.533333,23.820513,0,756.826923,92.969231,0
01/11/2022 04:00:00 AM,01/11/2022 04:59:59 AM,51.202866,0.397368,229.968421,23.707895,0,757.040132,93.234211,0
01/11/2022 05:00:00 AM,01/11/2022 05:59:59 AM,50.159037,0.641026,333.217949,23.489744,0,757.428846,93.174359,0
01/11/2022 06:00:00 AM,01/11/2022 06:59:59 AM,48.734457,0.144737,93.339474,23.192105,0,757.89079,93.297368,10.563158
01/11/2022 07:00:00 AM,01/11/2022 07:59:59 AM,45.933233,0.336842,167.086842,24.221053,0,758.745395,89.842105,72.273684
01/11/2022 08:00:00 AM,01/11/2022 08:59:59 AM,45.109984,1.084615,328.010256,26.2,0,759.248077,81.561538,146.002564
01/11/2022 09:00:00 AM,01/11/2022 09:59:59 AM,40.609933,0.623077,229.628205,27.994872,0,759.375,74.025641,196.405128
01/11/2022 10:00:00 AM,01/11/2022 10:59:59 AM,40.369255,0.768421,200.105263,29.881579,0,759.225,64.892105,360.886842
01/11/2022 11:00:00 AM,01/11/2022 11:59:59 AM,40.33589,0.751282,229.782051,31.594872,0,758.778846,61.269231,578.376923
01/11/2022 12:00:00 PM,01/11/2022 12:59:59 PM,43.28658,0.94359,212.974359,31.748718,0,758.186539,63.823077,612.697436
01/11/2022 01:00:00 PM,01/11/2022 01:59:59 PM,45.422072,1.026316,184.436842,31.328947,0,757.533553,64.765789,549.710526
01/11/2022 02:00:00 PM,01/11/2022 02:59:59 PM,50.482104,0.844737,208.221053,31.505263,0,757.000658,63.497368,501.510526
01/11/2022 03:00:00 PM,01/11/2022 03:59:59 PM,56.217884,0.815385,221.325641,31.933333,0,756.690385,61.569231,194.453846
01/11/2022 04:00:00 PM,01/11/2022 04:59:59 PM,56.091518,0.812821,278.610256,30.838462,0,756.769231,63.541026,72.194872
01/11/2022 05:00:00 PM,01/11/2022 05:59:59 PM,61.785093,1.373684,298.678947,28.736842,0,757.144737,68.139474,21.689474
01/11/2022 06:00:00 PM,01/11/2022 06:59:59 PM,62.522932,1.633333,313.164103,26.694872,0,757.594231,76.582051,0.146154
01/11/2022 07:00:00 PM,01/11/2022 07:59:59 PM,62.26241,1.579487,312.874359,25.976923,0,758.186539,81.394872,0
01/11/2022 08:00:00 PM,01/11/2022 08:59:59 PM,59.559399,1.189189,275.724324,25.221622,0,758.789189,85.045946,0
01/11/2022 09:00:00 PM,01/11/2022 09:59:59 PM,57.963603,0.633333,243.88718,24.710256,0,759.290385,86.910256,0
01/11/2022 10:00:00 PM,01/11/2022 10:59:59 PM,54.269739,0.620513,281.6,24.510256,0,759.284615,86.825641,0
01/11/2022 11:00:00 PM,01/11/2022 11:59:59 PM,50.953599,0.566667,243.371795,24.117949,0,759.196154,88.064103,0
01/12/2022 12:00:00 AM,01/12/2022 12:59:59 AM,50.578628,0.476316,261.089474,23.934211,0,758.686184,89.4,0
01/12/2022 01:00:00 AM,01/12/2022 01:59:59 AM,48.792802,0.087179,32.728205,23.166667,0,758.007692,91.707692,0
01/12/2022 02:00:00 AM,01/12/2022 02:59:59 AM,48.38213,0.063158,46.044737,22.255263,0,757.555263,93.197368,0
01/12/2022 03:00:00 AM,01/12/2022 03:59:59 AM,48.852903,0.260526,140.518421,21.836842,0,757.302632,94.994737,0
01/12/2022 04:00:00 AM,01/12/2022 04:59:59 AM,48.727831,0.415385,163.938462,22.005128,0,757.257692,95.479487,0
01/12/2022 05:00:00 AM,01/12/2022 05:59:59 AM,47.487501,0.651282,305.317949,21.915385,0,757.596154,95.625641,0
01/12/2022 06:00:00 AM,01/12/2022 06:59:59 AM,44.953371,0.607895,192.705263,21.889474,0,758.015132,95.223684,7.507895
01/12/2022 07:00:00 AM,01/12/2022 07:59:59 AM,41.452905,0.44359,265.894872,22.925641,0,758.348077,92.269231,42.238462
01/12/2022 08:00:00 AM,01/12/2022 08:59:59 AM,37.337291,0.694872,298.566667,25.951282,0,758.753846,82.879487,59.528205
01/12/2022 09:00:00 AM,01/12/2022 09:59:59 AM,35.440199,0.928947,243.478947,28.178947,0,759.063158,73.936842,90.773684
01/12/2022 10:00:00 AM,01/12/2022 10:59:59 AM,36.204214,0.531579,139.063158,30.913158,0,758.8875,60.847368,319.602632
01/12/2022 11:00:00 AM,01/12/2022 11:59:59 AM,39.431374,0.694872,145.979487,32.441026,0,758.4,55.651282,516.910256
01/12/2022 12:00:00 PM,01/12/2022 12:59:59 PM,44.639641,1.394872,201.110256,30.771795,0,757.694231,66.997436,534.615385
01/12/2022 01:00:00 PM,01/12/2022 01:59:59 PM,49.956171,1.257895,211.8,31.615789,0,757.030263,64.965789,702.028947
01/12/2022 02:00:00 PM,01/12/2022 02:59:59 PM,57.350955,1.346154,207.974359,30.833333,0,756.617308,68.017949,581.741026
01/12/2022 03:00:00 PM,01/12/2022 03:59:59 PM,64.726481,0.948718,223.094872,29.823077,0,756.686539,68.879487,200.325641
01/12/2022 04:00:00 PM,01/12/2022 04:59:59 PM,71.921086,0.654054,191.75946,29.308108,0,756.711487,67.502703,73.886486
01/12/2022 05:00:00 PM,01/12/2022 05:59:59 PM,73.949089,0.964103,295.184615,28.253846,0,757.117308,69.897436,29.484615
01/12/2022 06:00:00 PM,01/12/2022 06:59:59 PM,72.446536,1.407692,311.88718,26.546154,0,757.751923,77.005128,0.269231
01/12/2022 07:00:00 PM,01/12/2022 07:59:59 PM,68.021804,1.869231,310.997436,25.610256,0,758.328846,82.625641,0
01/12/2022 08:00:00 PM,01/12/2022 08:59:59 PM,62.88341,1.707895,313.013158,25.25,0,758.8875,84.568421,0
01/12/2022 09:00:00 PM,01/12/2022 09:59:59 PM,58.851889,1.341026,319.202564,24.792308,0,759.294231,86.097436,0
01/12/2022 10:00:00 PM,01/12/2022 10:59:59 PM,53.942607,1.323077,313.269231,24.35641,0,759.130769,87.94359,0
01/12/2022 11:00:00 PM,01/12/2022 11:59:59 PM,50.236925,1.307895,312.805263,24.410526,0,758.846053,88.218421,0
01/13/2022 12:00:00 AM,01/13/2022 12:59:59 AM,47.418007,1.057895,312.376316,23.918421,0,758.670395,90.25,0
01/13/2022 01:00:00 AM,01/13/2022 01:59:59 AM,47.522739,1.015385,310.902564,23.928205,0,758.138462,91.064103,0
01/13/2022 02:00:00 AM,01/13/2022 02:59:59 AM,48.622042,1.151282,313.366667,23.864103,0,757.840385,91.379487,0
01/13/2022 03:00:00 AM,01/13/2022 03:59:59 AM,50.029192,0.968421,311.386842,23.847368,0,757.805921,91.492105,0
01/13/2022 04:00:00 AM,01/13/2022 04:59:59 AM,50.995697,1.223077,311.848718,24.510256,0,758.007692,87.479487,0
01/13/2022 05:00:00 AM,01/13/2022 05:59:59 AM,51.943834,0.774359,312.241026,24.112821,0,758.248077,88.45641,0
01/13/2022 06:00:00 AM,01/13/2022 06:59:59 AM,52.78313,0.323684,234.207895,24.052632,0,758.786842,89.131579,10.144737
01/13/2022 07:00:00 AM,01/13/2022 07:59:59 AM,52.910708,0.426316,237.307895,24.765789,0,759.3,86.781579,72.463158
01/13/2022 08:00:00 AM,01/13/2022 08:59:59 AM,52.01436,1.464103,320.402564,26.307692,0,759.875,81.551282,105.374359
01/13/2022 09:00:00 AM,01/13/2022 09:59:59 AM,51.294943,1.458974,335.158974,27.879487,0,760.025,75.553846,127.076923
01/13/2022 10:00:00 AM,01/13/2022 10:59:59 AM,50.94938,0.773684,262.384211,29.792105,0,759.828947,67.560526,328.934211
01/13/2022 11:00:00 AM,01/13/2022 11:59:59 AM,51.66486,1.161538,231.451282,30.861538,0,759.369231,65.312821,645.528205
01/13/2022 12:00:00 PM,01/13/2022 12:59:59 PM,52.146344,1.092308,222.08718,30.805128,0,758.834615,66.971795,596.533333
01/13/2022 01:00:00 PM,01/13/2022 01:59:59 PM,52.486797,0.973684,260.363158,31.428947,0,758.314865,63.760526,706.657895
01/13/2022 02:00:00 PM,01/13/2022 02:59:59 PM,52.927109,0.831579,269.521053,30.963158,0,757.81579,64.307895,586.244737
01/13/2022 03:00:00 PM,01/13/2022 03:59:59 PM,54.635645,0.905128,265.048718,29.858974,0,757.569231,67.758974,261.982051
01/13/2022 04:00:00 PM,01/13/2022 04:59:59 PM,56.547064,0.926316,276.213158,28.407895,0,757.610526,71.286842,103.631579
01/13/2022 05:00:00 PM,01/13/2022 05:59:59 PM,57.854099,1.061538,286.066667,27.005128,0,757.790385,75.6,53.238462
01/13/2022 06:00:00 PM,01/13/2022 06:59:59 PM,58.037103,1.076923,294.933333,26.125641,0,758.042308,78.3,0.325641
01/13/2022 07:00:00 PM,01/13/2022 07:59:59 PM,57.914333,1.244737,301.078947,25.731579,0,758.739474,80.634211,0
01/13/2022 08:00:00 PM,01/13/2022 08:59:59 PM,57.7227,0.989474,303.931579,25.236842,0,759.201316,82.857895,0
01/13/2022 09:00:00 PM,01/13/2022 09:59:59 PM,57.215286,0.953846,312.358974,24.84359,0,759.532692,84.082051,0
01/13/2022 10:00:00 PM,01/13/2022 10:59:59 PM,55.83324,0.774359,314.717949,24.151282,0,759.582692,85.948718,0
01/13/2022 11:00:00 PM,01/13/2022 11:59:59 PM,52.681809,0.676316,280.860526,23.689474,0,759.497368,87.073684,0
01/14/2022 12:00:00 AM,01/14/2022 12:59:59 AM,49.738278,0.494872,264.002564,22.723077,0,759.175,90.930769,0
01/14/2022 01:00:00 AM,01/14/2022 01:59:59 AM,48.420984,0.617949,322.879487,22.751282,0,758.707692,90.541026,0
01/14/2022 02:00:00 AM,01/14/2022 02:59:59 AM,48.243947,0.558974,308.797436,22.094872,0,758.325,91.579487,0
01/14/2022 03:00:00 AM,01/14/2022 03:59:59 AM,47.964313,0.383784,183.378378,21.432432,0,758.175,93.935135,0
01/14/2022 04:00:00 AM,01/14/2022 04:59:59 AM,47.221361,0.158974,108.541026,21.066667,0,758.453846,94.376923,0
01/14/2022 05:00:00 AM,01/14/2022 05:59:59 AM,46.120781,0.441026,208.974359,20.74359,0,758.732692,94.920513,0
01/14/2022 06:00:00 AM,01/14/2022 06:59:59 AM,44.099732,0.564103,296.166667,20.95641,0,759.230769,95.412821,9.071795
01/14/2022 07:00:00 AM,01/14/2022 07:59:59 AM,42.312333,0.441026,247.030769,23.153846,0,759.813462,91.512821,55.782051
01/14/2022 08:00:00 AM,01/14/2022 08:59:59 AM,40.632281,1.233333,306.674359,26.048718,0,760.265385,81.412821,102.402564
01/14/2022 09:00:00 AM,01/14/2022 09:59:59 AM,40.349553,0.947368,297.931579,27.986842,0,760.428947,73.113158,184.055263
01/14/2022 10:00:00 AM,01/14/2022 10:59:59 AM,40.430075,1.94359,325.897436,29.217949,0,760.319231,63.658974,294.948718
01/14/2022 11:00:00 AM,01/14/2022 11:59:59 AM,40.936879,1.320513,313.7,30.835897,0,759.915385,58.453846,688.635897
01/14/2022 12:00:00 PM,01/14/2022 12:59:59 PM,42.11716,0.910256,246.164103,32.482051,0,759.288462,56.925641,786.402564
01/14/2022 01:00:00 PM,01/14/2022 01:59:59 PM,44.712699,1.435897,214.341026,31.05641,0,758.607692,63.387179,716.869231
01/14/2022 02:00:00 PM,01/14/2022 02:59:59 PM,49.418892,0.865789,256.434211,31.15,0,758.175,62.902632,591.726316
01/14/2022 03:00:00 PM,01/14/2022 03:59:59 PM,54.135347,0.934211,256.142105,29.923684,0,757.944079,65.918421,291.936842
01/14/2022 04:00:00 PM,01/14/2022 04:59:59 PM,57.91494,1.051282,279.874359,28.517949,0,757.917308,69.94359,72.184615
01/14/2022 05:00:00 PM,01/14/2022 05:59:59 PM,58.431421,1.717949,304.102564,27.076923,0,758.242308,73.494872,27.364103
01/14/2022 06:00:00 PM,01/14/2022 06:59:59 PM,58.212334,1.7,304.884211,26.042105,0,758.668421,75.868421,0.334211
01/14/2022 07:00:00 PM,01/14/2022 07:59:59 PM,56.353631,1.517949,312.171795,25.535897,0,759.198077,78.782051,0
01/14/2022 08:00:00 PM,01/14/2022 08:59:59 PM,53.920892,1.635897,309.833333,25.258974,0,759.619231,80.402564,0
01/14/2022 09:00:00 PM,01/14/2022 09:59:59 PM,50.701103,1.557895,313.078947,24.689474,0,759.708553,81.918421,0
01/14/2022 10:00:00 PM,01/14/2022 10:59:59 PM,46.985856,1.4,317.710526,24.218421,0,759.655263,83.523684,0
01/14/2022 11:00:00 PM,01/14/2022 11:59:59 PM,44.117808,1.14359,315.274359,23.769231,0,759.432692,86.384615,0
01/15/2022 12:00:00 AM,01/15/2022 12:59:59 AM,42.056931,1.205128,317.066667,23.75641,0,758.971154,87.902564,0
01/15/2022 01:00:00 AM,01/15/2022 01:59:59 AM,40.957138,1.505263,311.947368,24.089474,0,758.561842,86.010526,0
01/15/2022 02:00:00 AM,01/15/2022 02:59:59 AM,40.47628,1.523077,311.510256,24.392308,0,758.076923,82.992308,0
01/15/2022 03:00:00 AM,01/15/2022 03:59:59 AM,41.258154,1.282051,315.661539,24.415385,0,757.798077,83.010256,0
01/15/2022 04:00:00 AM,01/15/2022 04:59:59 AM,42.119135,1.007895,311.428947,24.489474,0,758.021053,83.35,0
01/15/2022 05:00:00 AM,01/15/2022 05:59:59 AM,43.233227,0.634211,300.689474,24,0,758.236184,85.963158,0
01/15/2022 06:00:00 AM,01/15/2022 06:59:59 AM,45.012377,0.658974,275.448718,23.271795,0,758.471154,89.1,7.715385
01/15/2022 07:00:00 AM,01/15/2022 07:59:59 AM,45.966096,0.484615,282.04359,24.402564,0,759.198077,85.628205,47.802564
01/15/2022 08:00:00 AM,01/15/2022 08:59:59 AM,46.261038,0.841026,289.074359,26.510256,0,759.742308,78.04359,84.230769
01/15/2022 09:00:00 AM,01/15/2022 09:59:59 AM,46.715102,0.605263,224.994737,28.376316,0,760.053947,70.328947,85.565789
01/15/2022 10:00:00 AM,01/15/2022 10:59:59 AM,47.782805,0.879487,222.889744,30.120513,0,759.767308,63.348718,290.635897
01/15/2022 11:00:00 AM,01/15/2022 11:59:59 AM,50.668974,0.944737,205.076316,31.626316,0,759.325658,59.710526,631.331579
01/15/2022 12:00:00 PM,01/15/2022 12:59:59 PM,54.20679,0.8,222.621053,31.05,0,758.735526,62.181579,368.85
01/15/2022 01:00:00 PM,01/15/2022 01:59:59 PM,56.275778,0.984615,226.920513,32.45641,0,758.271154,59.089744,612.08718
01/15/2022 02:00:00 PM,01/15/2022 02:59:59 PM,58.197265,0.712821,211.2,32.005128,0,757.569231,60.317949,318.479487
01/15/2022 03:00:00 PM,01/15/2022 03:59:59 PM,61.341405,0.831579,266.35,32.057895,0,757.158553,57.702632,316.497368
01/15/2022 04:00:00 PM,01/15/2022 04:59:59 PM,65.170681,1.020513,282.266667,30.651282,0,757.015385,57.741026,92.241026
01/15/2022 05:00:00 PM,01/15/2022 05:59:59 PM,67.580087,1.933333,308.625641,28.479487,0,757.146154,66.287179,32.246154
01/15/2022 06:00:00 PM,01/15/2022 06:59:59 PM,67.602127,2.260526,311.042105,26.584211,0,757.476316,75.810526,0.313158
01/15/2022 07:00:00 PM,01/15/2022 07:59:59 PM,64.409399,2.239474,313.818421,25.868421,0,757.985526,78.813158,0
01/15/2022 08:00:00 PM,01/15/2022 08:59:59 PM,61.14614,2.084615,313.728205,25.446154,0,758.530769,80.941026,0
01/15/2022 09:00:00 PM,01/15/2022 09:59:59 PM,58.264492,2.235897,312.397436,25.176923,0,759.017308,83.75641,0
01/15/2022 10:00:00 PM,01/15/2022 10:59:59 PM,56.164804,1.836842,317.226316,25.113158,0,759.124342,85.857895,0
01/15/2022 11:00:00 PM,01/15/2022 11:59:59 PM,53.905259,0.851282,234.669231,24.664103,0,759.096154,88.087179,0
01/16/2022 12:00:00 AM,01/16/2022 12:59:59 AM,51.922173,0.533333,283.1,24.282051,0,758.748077,89.571795,0
01/16/2022 01:00:00 AM,01/16/2022 01:59:59 AM,50.936233,0.666667,318.907692,24.112821,0,757.828846,89.494872,0
01/16/2022 02:00:00 AM,01/16/2022 02:59:59 AM,51.162191,0.097297,38.335135,23.343243,0,757.741216,91.578378,0
01/16/2022 03:00:00 AM,01/16/2022 03:59:59 AM,52.227378,0.35641,226.192308,22.589744,0,757.453846,93.246154,0
01/16/2022 04:00:00 AM,01/16/2022 04:59:59 AM,52.599867,0.120513,78.038462,22.697436,0,757.334615,94.297436,0
01/16/2022 05:00:00 AM,01/16/2022 05:59:59 AM,52.901197,0.274359,152.041026,23.233333,0,757.467308,93.753846,0
01/16/2022 06:00:00 AM,01/16/2022 06:59:59 AM,52.683838,0.057895,46.860526,23.165789,0,757.758553,94.789474,7.9
01/16/2022 07:00:00 AM,01/16/2022 07:59:59 AM,50.862012,0.15641,75.15641,24.25641,0,758.255769,93.238462,49.679487
01/16/2022 08:00:00 AM,01/16/2022 08:59:59 AM,48.210646,0.528205,283.212821,26.825641,0,758.7,83.210256,71.905128
01/16/2022 09:00:00 AM,01/16/2022 09:59:59 AM,47.9021,0.452632,118.15,29.426316,0,758.840132,69.955263,90.355263
01/16/2022 10:00:00 AM,01/16/2022 10:59:59 AM,50.130708,0.610526,174.2,31.371053,0,758.806579,61.981579,281.876316
01/16/2022 11:00:00 AM,01/16/2022 11:59:59 AM,49.516035,0.958974,167.753846,31.615385,0,758.459615,63.684615,401.112821
01/16/2022 12:00:00 PM,01/16/2022 12:59:59 PM,49.261168,1.54359,185.076923,32.087179,0,757.886539,63.694872,752.984615
01/16/2022 01:00:00 PM,01/16/2022 01:59:59 PM,58.054466,1.302564,195.771795,32.242105,0,757.234615,63.289744,685.251282
01/16/2022 02:00:00 PM,01/16/2022 02:59:59 PM,59.858613,1.221053,205.942105,31.381579,0,756.694737,67.118421,596.31579
01/16/2022 03:00:00 PM,01/16/2022 03:59:59 PM,71.172306,0.75641,237.702564,31.25641,0,756.430769,65.320513,320.848718
01/16/2022 04:00:00 PM,01/16/2022 04:59:59 PM,80.89316,0.612821,175.853846,30.276923,0,756.386539,65.971795,135.341026
01/16/2022 05:00:00 PM,01/16/2022 05:59:59 PM,85.588446,0.255263,135.797368,29.331579,0,756.46579,66.913158,40.763158
01/16/2022 06:00:00 PM,01/16/2022 06:59:59 PM,84.139473,0.378947,171.368421,27.886842,0,756.864474,73.773684,0.207895
01/16/2022 07:00:00 PM,01/16/2022 07:59:59 PM,78.626934,1.269231,314.576923,26.738462,0,757.555769,80.061538,0
01/16/2022 08:00:00 PM,01/16/2022 08:59:59 PM,74.251926,1.053846,317.035897,25.902564,0,758.167308,85.335897,0
01/16/2022 09:00:00 PM,01/16/2022 09:59:59 PM,67.39847,0.934211,315.868421,25.307895,0,758.480921,88.386842,0
01/16/2022 10:00:00 PM,01/16/2022 10:59:59 PM,64.549787,0.9,313.748718,25.194872,0,758.673077,89.658974,0
01/16/2022 11:00:00 PM,01/16/2022 11:59:59 PM,58.160598,1.233333,311.820513,24.979487,0,758.636539,91.523077,0
01/17/2022 12:00:00 AM,01/17/2022 12:59:59 AM,53.505181,1.2,312.86579,24.560526,0,758.311184,93.502632,0
01/17/2022 01:00:00 AM,01/17/2022 01:59:59 AM,49.891236,1.044737,310.634211,24.286842,0,757.782237,95,0
01/17/2022 02:00:00 AM,01/17/2022 02:59:59 AM,47.575956,1.128205,310.158974,24.24359,0,757.328846,95.412821,0
01/17/2022 03:00:00 AM,01/17/2022 03:59:59 AM,47.455183,0.820513,310.525641,24.246154,0,757.165385,95.258974,0
01/17/2022 04:00:00 AM,01/17/2022 04:59:59 AM,47.755771,0.289474,207.186842,24.478947,0,757.379605,94.784211,0
01/17/2022 05:00:00 AM,01/17/2022 05:59:59 AM,47.69057,0.564103,282.892308,25.179487,0,757.601923,92.584615,0
01/17/2022 06:00:00 AM,01/17/2022 06:59:59 AM,47.995226,0.638462,302.297436,25.692308,0,757.871154,90.55641,8.523077
01/17/2022 07:00:00 AM,01/17/2022 07:59:59 AM,47.966849,0.886842,293.463158,26.347368,0,758.348684,87.318421,55.905263
01/17/2022 08:00:00 AM,01/17/2022 08:59:59 AM,46.755719,1.728947,311.347368,27.592105,0,758.654605,80.881579,78.202632
01/17/2022 09:00:00 AM,01/17/2022 09:59:59 AM,45.817182,1.694872,308.864103,29.323077,0,758.805769,73.787179,112.566667
01/17/2022 10:00:00 AM,01/17/2022 10:59:59 AM,44.862635,1.436842,302.292105,31.076316,0,758.585526,66.818421,275.302632
01/17/2022 11:00:00 AM,01/17/2022 11:59:59 AM,44.030253,1.312821,300.84359,32.648718,0,758.271154,60.617949,726.584615
01/17/2022 12:00:00 PM,01/17/2022 12:59:59 PM,43.743465,0.807692,262.579487,34.307692,0,757.788462,56.464103,760.346154
01/17/2022 01:00:00 PM,01/17/2022 01:59:59 PM,43.926665,1.010256,267.894872,33.538462,0,756.890385,60.410256,466.820513
01/17/2022 02:00:00 PM,01/17/2022 02:59:59 PM,44.196584,1.251351,316.421622,30.583784,0,756.468243,69.564865,194.845946
01/17/2022 03:00:00 PM,01/17/2022 03:59:59 PM,44.070575,0.979487,289.846154,31.523077,0,755.955769,65.094872,244.017949
01/17/2022 04:00:00 PM,01/17/2022 04:59:59 PM,45.291171,1.320513,294.876923,30.851282,0,755.707692,66.771795,84.389744
01/17/2022 05:00:00 PM,01/17/2022 05:59:59 PM,46.196663,1.881579,312.836842,28.981579,0,755.958553,69.684211,29.939474
01/17/2022 06:00:00 PM,01/17/2022 06:59:59 PM,46.126327,2.14359,310.120513,27.233333,0,756.440385,79.251282,0.233333
01/17/2022 07:00:00 PM,01/17/2022 07:59:59 PM,45.413963,2.031579,309.626316,26.434211,0,756.846711,85.057895,0
01/17/2022 08:00:00 PM,01/17/2022 08:59:59 PM,44.023043,1.418421,311.384211,26.260526,0,757.446711,86.7,0
01/17/2022 09:00:00 PM,01/17/2022 09:59:59 PM,42.610422,1.733333,311.033333,26.305128,0,757.809615,86.282051,0
01/17/2022 10:00:00 PM,01/17/2022 10:59:59 PM,41.653462,1.95641,311.158974,26.553846,0,757.953846,85.302564,0
01/17/2022 11:00:00 PM,01/17/2022 11:59:59 PM,41.884764,2.044737,313.05,26.634211,0,757.892763,84.447368,0
01/18/2022 12:00:00 AM,01/18/2022 12:59:59 AM,41.757977,2.046154,311.135897,26.646154,0,757.713462,83.848718,0
01/18/2022 01:00:00 AM,01/18/2022 01:59:59 AM,41.891095,2.061538,310.235897,26.641026,0,757.228846,82.5,0
01/18/2022 02:00:00 AM,01/18/2022 02:59:59 AM,43.456882,1.694737,309.234211,26.534211,0,756.773684,84.455263,0
01/18/2022 03:00:00 AM,01/18/2022 03:59:59 AM,45.263711,1.484211,313.042105,26.589474,0,756.661184,84.134211,0
01/18/2022 04:00:00 AM,01/18/2022 04:59:59 AM,47.387695,1.820513,311.192308,26.45641,0,756.828846,84.082051,0
01/18/2022 05:00:00 AM,01/18/2022 05:59:59 AM,48.951306,2.133333,310.312821,26.279487,0,757.025,83.710256,0
01/18/2022 06:00:00 AM,01/18/2022 06:59:59 AM,50.384851,2.068421,312.521053,26.189474,0,757.348026,83.694737,6.457895
01/18/2022 07:00:00 AM,01/18/2022 07:59:59 AM,50.910191,1.482051,318.592308,26.158974,0,757.921154,83.633333,48.030769
01/18/2022 08:00:00 AM,01/18/2022 08:59:59 AM,50.050047,1.574359,322.041026,27.341026,0,758.669231,78.638462,120.828205
01/18/2022 09:00:00 AM,01/18/2022 09:59:59 AM,48.782221,1.905263,338.905263,28.7,0,758.632895,72.731579,127.081579
01/18/2022 10:00:00 AM,01/18/2022 10:59:59 AM,47.4227,1.444737,309.189474,30.442105,0,758.273684,66.344737,237.252632
01/18/2022 11:00:00 AM,01/18/2022 11:59:59 AM,47.66674,1.264103,310.241026,32.112821,0,757.786539,60.325641,520.679487
01/18/2022 12:00:00 PM,01/18/2022 12:59:59 PM,48.716155,0.955263,288.31579,34.305263,0,757.284868,53.436842,691.439474
01/18/2022 01:00:00 PM,01/18/2022 01:59:59 PM,50.147911,1.04359,287.933333,35.138462,0,756.489474,53.051282,702.405263
01/18/2022 02:00:00 PM,01/18/2022 02:59:59 PM,51.596263,1.453846,292.382051,33.935897,0,755.903846,56.279487,587.28718
01/18/2022 03:00:00 PM,01/18/2022 03:59:59 PM,54.651531,2.202632,305.786842,32.205263,0,755.498684,59.455263,324.9
01/18/2022 04:00:00 PM,01/18/2022 04:59:59 PM,56.426624,2.355263,308.678947,30.136842,0,755.411842,66.202632,124.807895
01/18/2022 05:00:00 PM,01/18/2022 05:59:59 PM,57.74805,2.402564,310.397436,28.346154,0,755.567308,72.676923,55.958974
01/18/2022 06:00:00 PM,01/18/2022 06:59:59 PM,58.357833,2.828205,307.402564,26.948718,0,755.898077,78.869231,0.869231
01/18/2022 07:00:00 PM,01/18/2022 07:59:59 PM,57.221115,2.689474,314.376316,26.413158,0,756.592105,81.021053,26.544737
